ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
486,EASTERN DIVERSIFIED METALS,PAD980830533,0301588,3,LIBERTY STREET,PA,SCHUYLKILL,HOMETOWN,18522,40.829439,-75.9975,Currently on the Final NPL,Meets the Measure,Yes,"EASTERN DIVERSIFIED METALS, EASTERN DIVERSIFIED METALS, EASTERN DIVERSIFIED METALS","The 26-acre Eastern Diversified Metals Superfund site (EDM) is in Rush Township, Pennsylvania. From 1966 to 1977, Eastern Diversified Metals disposed of waste materials from copper and aluminum electrical wires on-site. Disposal practices and leachate di","The 25-acre Eastern Diversified Metals site is located in Rush Township, Pennsylvania. Eastern Diversified Metals operated a copper and aluminum reclamation facility on site from 1966 to 1977. Site activities included the disposal of waste materials from ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",43.798588762,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#eastern,,,-8460003.0016,4987216.4130000025
487,EASTERN MICHAUD FLATS CONTAMINATION,IDD984666610,1001308,10,"HWY 30, 3 MI W OF CITY",ID,,POCATELLO,83201,42.901111,-112.5225,Currently on the Final NPL,Does Not Meet the Measure,No,"EASTERN MICHAUD FLATS CONTAMINATION, EASTERN MICHAUD FLATS CONTAMINATION, FMC CORPORATION, J.R.SIMPLOT",,"The 2,530-acre Eastern Michaud Flats cleanup site is located near Pocatello, Idaho. Two on-site phosphate ore processing facilities, the FMC Corporation and the JR Simplot Company, began operations in the 1940s. The J.R. Simplot facility produces solid an",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",4316.7722729,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-idaho#michaud,,,-12525947.4028,5296932.0251
488,EASTERN SURPLUS,MED981073711,0101054,1,ROUTE 191,ME,WASHINGTON,MEDDYBEMPS,04657,45.038889,-67.358333,Currently on the Final NPL,Meets the Measure,Yes,"DENNY'S RIVER DUMPSITE, EASTERN SURPLUS, EASTERN SURPLUS CO","The 5-acre Eastern Surplus Company Superfund site is located along Meddybemps Lake and the Dennys River in Meddybemps, Maine. The Eastern Surplus Company, an army surplus and salvage retailer, was on-site from 1946 until the early 1980s. Facility operati","The Eastern Surplus Superfund Site is located in Meddybemps, Maine and consists of approximately 5 acres of land north of Route 191 and another 3 acres of land south of Route 191. The Site is bounded by Meddybemps Lake to the north, by the Dennys River to",Completely Within,No,No,No,"Rural (less than 2,500 people)",15.41902722,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-maine#eastsurp,,,-7498295.3302,5627645.842500001
489,EASTLAND WOOLEN MILL,MED980915474,0101043,1,MAIN STREET,ME,PENOBSCOT,CORINNA,04928,44.921667,-69.261111,Currently on the Final NPL,Meets the Measure,Yes,"CORINNA - MAIN ST., EASTLAND WOOLEN MILL, EASTLAND WOOLEN MILL, EASTLAND WOOLEN MILL, EASTLAND WOOLEN MILL (FORMER)","The 25-acre Eastland Woolen Mill Superfund site is located on Main Street in downtown Corinna, Maine. A textile mill was active on-site from 1909 to 1996. Disposal practices resulted in contamination of sediments in the East Branch of the Sebasticook Riv","The 25-acre Eastland Woolen Mill Superfund Site is located in the Town of Corinna, Penobscot County, Maine, approximately 6 miles north of Newport and 25 miles northwest of Bangor, Maine. Before closing in 1996, EWM was a manufacturer and finisher (dyeing",No,No,No,No,"Rural (less than 2,500 people)",9.75544928,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-maine#woolen,EASTLAND WOOLEN MILL 2019 Fact Sheet,https://semspub.epa.gov/src/document/HQ/403541,-7710111.6083,5609197.976899996
490,EAU CLAIRE MUNICIPAL WELL FIELD,WID980820054,0505164,5,SEC5 T27N R9W,WI,EAU CLAIRE,EAU CLAIRE,54701,44.853331,-91.503331,Deleted from the Final NPL,Does Not Meet the Measure,Yes,"EAU CLAIRE MUNI WELL FIELD, EAU CLAIRE MUNI WELL FIELD, EAU CLAIRE MUNI WELL FIELD, EAU CLAIRE MUNICIPAL WELL FIELD","The Eau Claire Municipal Well Field Superfund site is in Eau Claire, Wisconsin. Beginning in 1966, National Presto Industries, Inc. put industrial wastewater in dry wells and lagoons in a nearby upgradient area. Improper storage practices contaminated so","The Eau Claire Municipal Well Field, located in Eau Claire, Wisconsin, consists of 14 municipal groundwater wells. They provide drinking water to the 57,600 residents of Eau Claire County. In the mid-1980s, routine groundwater sampling by the state of Wis",No,Yes - 1 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",416.16929167,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-wisconsin#eau,,,-10186104.2128,5598460.931999996
491,EDWARDS AIR FORCE BASE,CA1570024504,0902725,9,AFFTC EDWARDS AFB,CA,KERN,EDWARDS AFB,93524,34.949439,-117.8857,Currently on the Final NPL,Does Not Meet the Measure,No,"EDWARDS, EDWARDS AFB, EDWARDS AIR FORCE BASE, EDWARDS AIR FORCE BASE, EDWARDS-JPL, NASA-DRYDEN",,"Edwards Air Force Base's (AFB) primary mission is aircraft research and development and it covers approximately 301,000 acres in Kern, Los Angeles, and San Bernardino Counties, California. Spills and poor disposal practices have resulted in the release of",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Rural (less than 2,500 people)",306504.18434,Yes,,,,,,-13122976.0958,4157012.2272000015
492,EIELSON AIR FORCE BASE,AK1570028646,1000110,10,HIGHWAY 2 - 16 MI SE OF FAIRBANKS,AK,FAIRBANKS NORTH STAR,FAIRBANKS,99702,64.67145,-147.0492,Currently on the Final NPL,Does Not Meet the Measure,Yes,"EIELSON AFB LDFL, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, EIELSON AIR FORCE BASE, USAF EIELSON AIR FORCE BASE, USAF EIELSON AIR FORCE BASE, USAF-EILSON AFB LDFL",,"The Eielson Air Force Base site covers 19,780 acres in Fairbanks North Star Borough, located 24 miles southeast of Fairbanks, Alaska. The site contains both closed and active unlined landfills, shallow trenches where weathered tank sludge was buried, a dr",No,No,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",24760.402574,Yes,,,,,,-16369442.0656,9522357.328599997
493,EIGHTEENMILE CREEK,NYN000206456,0206456,2,198-300 MILL STREET,NY,NIAGARA,LOCKPORT,14094,43.1813,-78.689544,Currently on the Final NPL,Does Not Meet the Measure,No,"EIGHTEEN MILE CREEK, EIGHTEENMILE CREEK, EIGHTEENMILE CREEK","The Eighteen Mile Creek Superfund site is in Niagara County, New York. It includes 15 miles of creek, including the Eighteen Mile Creek Corridor (from the headwaters at the Barge Canal to Harwood Street in Lockport) as well as creek sediment and soils no","The Eighteen Mile Creek Superfund site is in Niagara County, New York. The creek flows north for approximately 15 miles and discharges to Lake Ontario in Olcott, New York. Immediately north of the New York State Barge Canal are the East and West branches ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",241.18716191,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#18,,,-8759679.9688,5339608.395999998
494,EL TORO MARINE CORPS AIR STATION,CA6170023208,0902770,9,EL TORO MARINE CORPS AIR STA,CA,ORANGE,EL TORO,92709,33.676669,-117.7176,Currently on the Final NPL,Does Not Meet the Measure,No,"EL TORO MARINE CORPS AIR STATION, EL TORO MARINE CORPS AIR STATION, MARINE CORPS AIR STA EL TORO",,"The El Toro Marine Corps Air Station covers about 4,700 acres. Commissioned in 1943, it supported the Fleet Marine Forces in the Pacific Ocean, serving as the major west coast jet fighter facility. A total of 25 potentially contaminated areas were identif",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Urban Area (50,000+ people)",4296.6580307,Yes,,,,,,-13104263.2894,3985468.762000002
495,"ELDORADO CHEMICAL CO., INC.",TXD057567216,0607012,6,14350 LOOKOUT RD.,TX,BEXAR,LIVE OAK,78233,29.568833,-98.350042,Currently on the Final NPL,Does Not Meet the Measure,No,"EL DORADO CHEMICAL COMPANY INC, EL DORADO CHEMICAL COMPANY, INC.",,"Site History:
Eldorado Chemical Co., Inc. was a former manufacturer of cleaning products from 1978 through 2007. The site is located northeast of the city of San Antonio in the suburb of Live Oak, Bexar County, Texas. The site consists of a ground water p",No,Yes - 1/2 mile,Yes - 1 mile,No,"Urban Area (50,000+ people)",4.9523844195,No,Reuse Assessment,https://semspub.epa.gov/src/document/06/100020501,,,,-10948276.5949,3448246.875699997
496,"ELECTRO-COATINGS, INC.",IAD005279039,0700094,7,911 SHAVER RD NE,IA,LINN,CEDAR RAPIDS,52402,41.9953,-91.671389,Deleted from the Final NPL,Meets the Measure,Yes,"ELECTRO-COATINGS INC, ELECTRO-COATINGS, INC, ELECTRO-COATINGS, INC.",,"The Electro-Coatings, Inc., site is located at 911 Shaver Road Northeast on the north side of Cedar Lake in Cedar Rapids, Iowa. The Electro-Coatings plant in Cedar Rapids has been in operation since 1947. The plant historically performed chromium, cadmium",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",108.13338555,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-iowa#electro,,,-10204812.3438,5160275.432800002
497,ELECTROVOICE,MID005068143,0502237,5,600 CECIL STREET,MI,BERRIEN,BUCHANAN,49107,41.8206,-86.3545,Currently on the Final NPL,Meets the Measure,Yes,"ELECTRO VOICE INC, ELECTROVOICE, ELECTROVOICE",,"The Electro-Voice site is located in Buchanan, Michigan. Activities at the plant included die-casting, machining, assembly, painting and electroplating. The business closed its doors in 2000. Contamination at the site resulted from Electro-Voice’s dischar",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",25.463113052,No,,,,,,-9612938.9677,5134143.9608
498,ELIZABETH MINE,VTD988366621,0102071,1,MINE ROAD,VT,ORANGE,STRAFFORD,05070,43.823889,-72.328889,Currently on the Final NPL,Does Not Meet the Measure,Yes,"ELIZABETH MINE, ELIZABETH MINE, ELIZABETH MINE","The Elizabeth Mine Superfund site is in Strafford and Thatford, Vermont. The site contains waste rock, roast beds and mine tailings left behind after 150 years of mining activity. Mining wastes contaminated groundwater, soil and sediment with heavy metal","The Elizabeth Mine is an abandoned copper mine located on Mine Road in the village of South Strafford, which is part of the town of Strafford in Orange County, Vermont. The area consists of two mine tailings piles, one area of waste rock and heap leach pi",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",408.27928402,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-vermont#elizabeth,ELIZABETH MINE 2019 Fact Sheet,https://semspub.epa.gov/src/document/HQ/403542,-8051615.0931,5438228.9256
499,ELIZABETHTOWN LANDFILL,PAD980539712,0301361,3,W RIDGE RD,PA,LANCASTER,ELIZABETHTOWN,17022,40.132781,-76.608189,Currently on the Final NPL,Meets the Measure,Yes,"ELIZABETHTOWN LANDFILL, UNITED DISPOSAL","The 16-acre Elizabethtown Landfill Superfund site is near Elizabethtown, Pennsylvania. From 1958 to 1973, an unlicensed landfill operated in a former sandstone quarry at the site. It accepted industrial and municipal wastes from nearby businesses and com","The Elizabethtown Landfill Superfund Site is an inactive landfill that occupies about 16 acres at 349 West Ridge Road in West Donegal Township, Lancaster County, Pennsylvania. The Site is located roughly one mile southwest of Elizabethtown, Pennsylvania, ",No,Yes - 1 mile,No,No,"Urban Area (50,000+ people)",30.462905578,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#elizabethtown,,,-8527984.5901,4885256.454999998
500,ELLENVILLE SCRAP IRON AND METAL,NYSFN0204190,0204190,2,34 CAPE ROAD,NY,ULSTER,ELLENVILLE,12428,41.724028,-74.4055,Deleted from the Final NPL,Meets the Measure,Yes,ELLENVILLE SCRAP IRON AND METAL,"The 24-acre Ellenville Scrap Iron and Metal Superfund site is in Ellenville, New York. From 1950 to 1997, operators reclaimed scrap metal and batteries at the site. In late 1997, people used the area as a landfill and tire dump before abandoning it. Thes","The Ellenville Scrap Iron and Metal site is a 24-acre, inactive scrap iron and metal reclamation facility located in the rural Village of Ellenville, Ulster County, New York. Approximately 10 acres of the 24-acre site were used for scrap metal operations.",No,No,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",23.11,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#ellenville,,,-8282782.372199999,5119729.4016999975
501,ELLIS PROPERTY,NJD980529085,0200620,2,SHARP ROAD,NJ,BURLINGTON,EVESHAM TOWNSHIP,08053,39.905,-74.864719,Currently on the Final NPL,Does Not Meet the Measure,Yes,"ELLIS PROPERTY, ELLIS PROPERTY, ELLIS PROPERTY",,The Ellis Property is a 36 acre tract of land located in Evesham and Medford Townships that was previously a dairy farm. Approximately four acres of the 36-acre tract was used for drum reconditioning and storage.  The four acre site included a large two-s,No,No,No,Yes - 1 mile,"Urban Area (50,000+ people)",36.94722968,No,,,,,,-8333902.397500001,4852146.726599999
502,ELLISVILLE SITE,MOD980633010,0701205,7,NEAR ELLISVILLE,MO,ST. LOUIS,ELLISVILLE,63011,38.603331,-90.618331,Currently on the Final NPL,Meets the Measure,Yes,"AMERICAN NATIONAL CAN, BLISS PROPERTY IN ELLISVILLE SS#078Y, BLISS, RUSSELL SITE-BLISS RANCH, BLISS-ELLISVILLE/ANC, CALLAHAN PROPERTY, ELLISVILLE, ELLISVILLE AREA SITES (FINDS), ELLISVILLE SITE, ELLISVILLE SITE, ELLISVILLE SITE, MARLO, ANGELO SITE, MID AMERICA ARENA (FINDS), ROSALIE INVESTMENT CO (FINDS), RUSSELL JERRY BLISS INC (FINDS)",,"The Ellisville Superfund Site is located in St. Louis County, approximately 20 miles from downtown St.  Louis, Missouri. The site is comprised of three non-contiguous operable units: the Bliss property (Operable Unit 2) (11.6 acres), the Callahan property",No,No,No,No,"Urban Area (50,000+ people)",6.707019089,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-missouri#ellisville,,,-10087586.4635,4665010.371200003
503,ELLSWORTH AIR FORCE BASE,SD2571924644,0800585,8,"28 BW/PA, 1958 Scott Drive",SD,PENNINGTON,ELLSWORTH AFB,57706,44.151681,-103.093332,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"ELLSWORTH AFB, ELLSWORTH AIR FORCE BASE, ELLSWORTH AIR FORCE BASE",,"Ellsworth Air Force Base (EAFB) is a U.S. Air Force Global Strike Command base located six miles east of Rapid City, South Dakota, next to the town of Box Elder. EAFB began operating in July 1942 as the Rapid City Army Air Base, a training facility for B-",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",5246.8393045,Yes,,,,,,-11476297.2224,5488945.250500001
504,ELLSWORTH INDUSTRIAL PARK,ILN000508246,0508246,5,2100 - 2800 CURTISS STREET,IL,DUPAGE,DOWNERS GROVE,60515,41.7919,-88.082028,Not on the NPL,Does Not Meet the Measure,No,"DOWNERS GROVE GROUNDWATER, ELLSWORTH INDUSTRIAL PARK","The Ellsworth Industrial Park site is an industrial area in Downers Grove in DuPage County, Illinois. Built in the late 1950s, the industrial park includes about 135 businesses. Several businesses at the facility used solvents containing volatile organic","The Ellsworth Industrial Park site is an active industrial area in Downers Grove, DuPage County, Illinois. Built in the late 1950s, the industrial park currently includes approximately 135 businesses. Multiple businesses in the industrial park used solven",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",2021.6253664,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-illinois#ellsworth,,,-9805246.505,5129857.865599997
505,ELM STREET GROUND WATER CONTAMINATION,INN000509938,0509938,5,ELM STREET AND HIGHWAY 41,IN,VIGO,TERRE HAUTE,47807-1920,39.476586,-87.414319,Currently on the Final NPL,Does Not Meet the Measure,No,"BI-STATE PRODUCTS, ELM STREET GROUND WATER CONTAMINATION, ELM STREET GROUND WATER CONTAMINATION, ELM STREET GROUNDWATER CONTAMINATION, I GURMAN, MACHINE TOOL SERVICE","The 18.5-acre Elm Street Ground Water Contamination Superfund site is in Terre Haute, Indiana. In the 1980s, sampling identified industrial chemicals in Terre Haute’s Elm Street municipal well field. Several area industries likely contributed to the cont","The 18.5-acre Elm Street Ground Water Contamination site is located in Terre Haute in Vigo County, Ind. In the 1980s, sampling identified volatile organic compounds, or VOCS, contaminating several wells in Terre Haute's Elm Street municipal well field. “G",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",66.223031751,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-indiana#elm,,,-9730917.4791,4790170.174599998
506,ELMENDORF AIR FORCE BASE,AK8570028649,1000155,10,N BOUNDRY OF CITY LIMITS,AK,,ANCHORAGE,99506,61.254169,-149.7917,Currently on the Final NPL,Does Not Meet the Measure,No,"ELMENDORF AFB, ELMENDORF AIR FORCE BASE, ELMENDORF AIR FORCE BASE, ELMENDORF AIR FORCE BASE, USAF ELMENDORF AIR FORCE BASE, USAF ELMENDORF AIR FORCE BASE, USAF-ELMENDORF AFB",,"Elmendorf Air Force Base covers about 13,130 acres in Anchorage, Alaska. Beginning in the mid-1940s, operations at the base generated hazardous and non-hazardous wastes from industrial and airfield operations, fire training and fuels management. Site acti",Partially Within,No,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",13317.693329,Yes,,,,,,-16674735.7691,8684419.154
507,ELMORE WASTE DISPOSAL,SCD980839542,0403409,4,117 HIGHLAND AVE,SC,SPARTANBURG,GREER,29651,34.935905,-82.216599,Currently on the Final NPL,Does Not Meet the Measure,Yes,"ELMORE WASTE DISPOSAL, ELMORE WASTE DISPOSAL, ELMORE WASTE DISPOSAL","The 8-acre Elmore Waste Disposal Superfund site is in Greer, South Carolina. From 1975 to 1977, the property owner disposed of drums on-site. Waste handling practices contaminated soil and groundwater with volatile organic compounds (VOCs). EPA added the","The 8-acre Elmore Waste Disposal Superfund site is in Greer, South Carolina. The site includes an area used for drum disposal from 1975 to 1977. From 1975 until 1977, the property owner placed between 150 and 300 drums containing liquid wastes and a 6,000",No,Yes - 1/2 mile,No,Yes - 1 mile,"Urban Area (50,000+ people)",11.599281365,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-south-carolina#elmore,,,-9152309.9354,4155174.2973999977
508,ELY COPPER MINE,VTD988366571,0102065,1,TOWN HIGHWAY 38,VT,ORANGE,VERSHIRE,05079,43.927447,-72.285506,Currently on the Final NPL,Does Not Meet the Measure,No,"ELY COPPER MINE, ELY COPPER MINE, ELY MINE","The 350-acre Ely Copper Mine Superfund site is in Vershire, Vermont. From 1821 until 1920, copper mining operations generated piles of waste rock, smelter waste and tailings. Operators disposed of the materials on-site. Activities to remove dump-ore took","The Ely Copper Mine Superfund Site is an abandoned copper mine located in Vershire, Orange County, Vermont, and encompasses approximately 350 acres where historic mining activities took place, including about 30 acres of waste material containing an estim",No,No,No,No,"Rural (less than 2,500 people)",1175.6006209,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-vermont#ely,,,-8046785.719699999,5454221.2958
509,EMMELL'S SEPTIC LANDFILL,NJD980772727,0200986,2,128 ZURICH AVE,NJ,ATLANTIC,GALLOWAY TOWNSHIP,08215,39.500694,-74.543611,Currently on the Final NPL,Does Not Meet the Measure,No,"EMMELL'S SEPTIC LANDFILL, EMMELL'S SEPTIC LANDFILL, EMMELLS SEPTIC LANDFILL",,"The Emmell’s Septic Landfill site encompasses approximately 38 acres in Galloway Township, New Jersey. The site was a landfill which operated from 1967 through 1979, accepting septic and sewage sludge which was ponded in trenches and lagoons. Reportedly, ",No,No,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",277.08856846,No,,,,,,-8298156.818399999,4793647.580499999
510,ENDICOTT VILLAGE WELL FIELD,NYD980780746,0202264,2,S. GRIPPEN AVENUE,NY,BROOME,VILLAGE OF ENDICOTT,13760,42.086111,-76.086111,Currently on the Final NPL,Meets the Measure,Yes,"ENDICOTT VILLAGE WELL FIELD, ENDICOTT VILLAGE WELL FIELD, ENDICOTT VILLAGE WELL FIELD, ENDICOTT WELL FIELD, RANNEY WELL","The 70-acre Endicott Village Well Field Superfund site is in Endicott, New York. In the 1950s, the Ranney Well was designed to draw water primarily by infiltration from the nearby Susquehanna River, with the balance contributed by area groundwater. In 19","The Endicott Village Well Field site is located in the village of Endicott, New York. The site includes a Ranney Well and its zone of influence on area groundwater. The Ranney Well was designed in the 1950’s, by the Ranney Well Collector corporation, to d",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",158.63,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#endicott,,,-8469867.133,5173887.194700003
511,ENTERPRISE AVENUE,PAD980552913,0301408,3,ENTERPRISE AVE,PA,PHILADELPHIA,PHILADELPHIA,19153,39.885,-75.2125,Deleted from the Final NPL,Meets the Measure,Yes,"ENTERPRISE AVENUE, ENTERPRISE AVENUE, FT MIFFLLIN LANDFILL (SW STP), PHILA-ENTERPRISE AVE, PHILADELPHIA S W LANDFILL","The 57-acre Enterprise Avenue Superfund site is in Philadelphia, Pennsylvania. For five years between 1971 and 1976, the city of Philadelphia used the area to dispose of incinerator residue, fly ash and bulky debris. Several waste-handling companies also","The 57-acre Enterprise Avenue Landfill Site is located in Philadelphia, Pennsylvania. From 1971 through 1976, the City of Philadelphia used the site to dispose of incineration residue, fly ash, and bulky debris. Several waste handling firms also used the ",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1 mile,"Urban Area (50,000+ people)",110.94344573,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#enterprise,,,-8372617.201300001,4849244.838500001
512,ENVIROCHEM CORP.,IND084259951,0501540,5,865 SOUTH US HIGHWAY 421,IN,BOONE,ZIONSVILLE,46077-4216,40.02935,-86.27903,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"ECC, ENVIRO-CHEM CORP, ENVIRO-CHEM CORP, ENVIRO-CHEM CORP, ENVIROCHEM CORP, ENVIROCHEM CORP., ENVIRONMENTAL CONSERVATION & CHEM CORP.",,"The 6-acre Envirochem Corporation site is located west of Northside Sanitary Landfill and north of Zionsville in Boone County, Indiana. The facility processed and reclaimed solvents on site from 1977 to 1982. The facility received wastes such as resins, p",No,No,No,No,"Rural (less than 2,500 people)",10.377638399,No,,,,,,-9604537.6857,4870208.258599997
513,ESCAMBIA WOOD - PENSACOLA,FLD008168346,0400573,4,3910 N PALAFOX ST.,FL,ESCAMBIA,PENSACOLA,32522,30.4553,-87.2317,Currently on the Final NPL,Does Not Meet the Measure,No,"ESCAMBIA TREATING CO, ESCAMBIA WOOD - PENSACOLA, ESCAMBIA WOOD - PENSACOLA, ESCAMBIA WOOD - PENSACOLA, ESCAMBIA WOOD-PENSACOLA","The Escambia Wood – Pensacola Superfund site is in Pensacola, Florida. The site includes the 31-acre former facility and about 70 acres of former residential areas nearby. From 1942 to 1982, the Escambia Wood Treating Company ran a wood-preserving plant ","The Escambia Wood (Pensacola) Superfund site is located at 3910 North Palafox Street in Pensacola, Florida. The Site is located in a mixed industrial and residential area, bordered on the north by former residential neighborhoods, on the west by Palafox S",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",103.04162865,No,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-florida#escambia,,,-9710588.425,3562209.6974000037
514,ESTECH GENERAL CHEMICAL COMPANY,ILD099213498,0500521,5,150 MARBLE STREET,IL,COOK,CALUMET CITY,60409,41.628303,-87.526905,Currently on the Final NPL,Does Not Meet the Measure,No,"ESTECH GENERAL CHEMICAL C, ESTECH GENL CHEM CALUMET CITY PLT, ESTECH GENL CHEM CO, ESTECH GENL CHEM CO, MARBLE STREET DUMP",,"The Estech General Chemicals Co. site is an inactive facility located in a heavily industrialized area at 150 Marble Street, Calumet City, Cook County, Illinois. An abandoned building, historically part of the pesticide plant, is the only remaining struct",Partially Within,Yes - 1/2 mile,No,Yes - 1 mile,"Urban Area (50,000+ people)",105.90059945,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-illinois#estech,,,-9743450.4953,5105462.6329
515,EUREKA MILLS,UT0002240158,0801644,8,1.25 MILE W OF THE UTAH-JUAB COUNTY LINE,UT,JUAB,EUREKA,84628,39.955556,-112.115556,Deleted from the Final NPL,Meets the Measure,Yes,"BULLION BECK & CHAMPION MILL, BULLION BECK MILL, EUREKA HILL MILL, EUREKA MILLS, EUREKA MILLS",,"The 450-acre Eureka Mills site is part of Utah’s historic Tintic Mining District, located in the East Tintic Mountains about 80 miles southwest of Salt Lake City in Juab County, Utah.
Eureka was founded in 1870, following discovery of a high-grade mineral",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",677.54943534,Yes,Reuse Plan,http://semspub.epa.gov/src/document/08/1570698,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-utah#eureka,,,-12480646.6039,4859485.898800001
516,EVERGREEN MANOR GROUND WATER CONTAMINATION,ILD984836734,0506565,5,MCCURRY ROAD AND ELEVATOR ROAD,IL,WINNEBAGO,WINNEBAGO COUNTY,61073,42.429167,-89.016944,Removed from Proposed NPL,Meets the Measure,Yes,"EVERGREEN MANOR GROUND WATER CONTAMINATION, EVERGREEN MANOR GROUNDWATER, EVERGREEN MANOR GROUNDWATER CONTAMINATIO, EVERGREEN MANOR GW CONTAMINATION PLUME","The Evergreen Manor Ground Water Contamination Superfund site is a 2-mile-long area of groundwater contamination in Roscoe Township, Illinois. Sampling found the contamination in 1990. Investigations found that contamination came from former waste dispos","The Evergreen Manor Superfund site is a narrow, 2-mile long area of low-level groundwater contamination located in Roscoe Township, Winnebago County, Ill. “Groundwater” is an environmental term for underground supplies of fresh water. The site was discove",No,Yes - 1 mile,Yes - 1 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",36.89780171,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-illinois#evergreen,,,-9909320.8781,5225484.953199998
517,EVOR PHILLIPS LEASING,NJD980654222,0200776,2,OLD WATER WORKS ROAD,NJ,MIDDLESEX,OLD BRIDGE TOWNSHIP,08857,40.4375,-74.325,Currently on the Final NPL,Does Not Meet the Measure,No,"E P L INDUSTRIES, EPL INDUSTRIES, EVOR PHILLIPS LEASING, EVOR PHILLIPS LEASING, EVOR PHILLIPS LEASING, NORTH AMERICA METALS (NJD980529481), PHILLIPS LEASING",,"The Evor Phillips Leasing (EPL) site covers six acres in Old Bridge Township. The surrounding area is largely industrial. In the early 1970s, the site was used for various waste treatment, hauling and disposal businesses. The site also contained nineteen ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",5.94319473,No,,,,,,-8273821.1532,4929723.757600002
